Reg,Bidding History
,"['LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
BP71FEH,"['NOW OFFERING: LOT 339', 'LOT 338 SOLD TO LIVE FOR £7,100', 'LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 339', 'LOT 338 SOLD TO LIVE FOR £7,100', 'LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 339', 'LOT 338 SOLD TO LIVE FOR £7,100', 'LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 339', 'LOT 338 SOLD TO LIVE FOR £7,100', 'LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 339', 'LOT 338 SOLD TO LIVE FOR £7,100', 'LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 339', 'LOT 338 SOLD TO LIVE FOR £7,100', 'LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 339', 'LOT 338 SOLD TO LIVE FOR £7,100', 'LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 339', 'LOT 338 SOLD TO LIVE FOR £7,100', 'LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 339', 'LOT 338 SOLD TO LIVE FOR £7,100', 'LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 339', 'LOT 338 SOLD TO LIVE FOR £7,100', 'LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 339', 'LOT 338 SOLD TO LIVE FOR £7,100', 'LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 339', 'LOT 338 SOLD TO LIVE FOR £7,100', 'LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 339', 'LOT 338 SOLD TO LIVE FOR £7,100', 'LIVE: £7,100', 'LIVE: £7,050', 'LIVE: £7,000', 'LIVE: £6,950', 'LIVE: £6,900', 'LIVE: £6,850', 'HALL: £6,800', 'LIVE: £6,750', 'LIVE: £6,700', 'LIVE: £6,650', 'LIVE: £6,600', 'HALL: £6,550', 'LIVE: £6,500', 'HALL: £6,400', 'LIVE: £6,300', 'STARTING: £6,200', 'NOW OFFERING: LOT 338', 'LOT 337 PROVISIONALLY SOLD TO HALL £9,400', 'HALL: £9,400', 'LIVE: £9,300', 'HALL: £9,200', 'LIVE: £9,100', 'STARTING: £9,000', 'NOW OFFERING: LOT 337', 'LOT 336 PROVISIONALLY SOLD TO HALL £4,500', 'HALL: £4,500', 'HALL: £4,400', 'LIVE: £4,300', 'STARTING: £4,200', 'NOW OFFERING: LOT 336', 'LOT 335 PROVISIONALLY SOLD TO LIVE £6,500', 'LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
VN71DVL,"['LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
YA21WOC,"['NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
,"['LIVE: £6,500', 'LIVE: £6,400', 'HALL: £6,300', 'HALL: £6,200', 'LIVE: £6,100', 'STARTING: £6,000', 'NOW OFFERING: LOT 335', 'LOT 328 PROVISIONALLY SOLD TO LIVE £4,400', 'NOW TAKING BIDS AT £50', 'LIVE: £4,400', 'HALL: £4,300', 'NOW OFFERING: LOT 328', 'Welcome to Aston Barclay Donington Park - 17522']"
